boat_type,manufacturer,model_year,length_ft,beam_ft,engine_hp,hull_material,condition,location,days_on_lot,sale_month,sale_price
Deck Boat,Boston Whaler,2019,28.0,10.0,235,Fiberglass,Good,South Padre Island,113,4,46300
Pontoon,Bayliner,2016,23.9,8.1,133,Fiberglass,Good,Galveston,95,3,35600
Pontoon,Grady-White,2018,21.6,7.4,418,Fiberglass,New,Galveston,190,6,84700
Deck Boat,Chaparral,2015,26.3,8.4,204,Aluminum,Fair,Galveston,189,9,31400
Bowrider,Robalo,2015,23.4,8.1,165,Fiberglass,New,South Padre Island,110,5,58700
Deck Boat,Nautic Star,2019,29.7,10.6,170,Aluminum,Excellent,Corpus Christi,35,1,46900
Bowrider,Boston Whaler,2010,16.8,5.7,146,Aluminum,Excellent,Corpus Christi,150,8,37200
Bowrider,Mako,2016,16.5,4.8,323,Fiberglass,Good,Corpus Christi,44,4,42400
Deck Boat,Grady-White,2015,24.0,8.0,255,Fiberglass,Good,Galveston,168,7,46700
Pontoon,Tracker,2021,18.8,5.4,161,Fiberglass,New,Port Isabel,122,1,44800
Bay Boat,Grady-White,2020,24.5,7.0,402,Fiberglass,Fair,Port Isabel,74,6,61600
Bowrider,Bennington,2016,26.9,9.0,321,Fiberglass,Good,Port Aransas,196,5,43000
Pontoon,Bayliner,2013,17.9,6.2,226,Fiberglass,Fair,Corpus Christi,105,10,24400
Bowrider,Chaparral,2013,22.2,6.5,267,Aluminum,Good,Galveston,80,8,32500
Bay Boat,Mako,2013,25.6,7.3,321,Aluminum,Fair,Corpus Christi,41,1,36700
Pontoon,Tracker,2014,27.7,9.7,132,Aluminum,Good,Galveston,131,9,30500
Deck Boat,Nautic Star,2021,22.9,6.7,378,Fiberglass,Excellent,South Padre Island,57,9,54800
Center Console,Mako,2010,18.9,5.3,171,Fiberglass,Excellent,Port Isabel,34,8,34200
Center Console,Nautic Star,2010,24.2,8.2,86,Aluminum,Good,Galveston,28,11,28900
Deck Boat,Tracker,2018,22.4,7.8,270,Fiberglass,Excellent,Rockport,130,9,44600
Bay Boat,Nautic Star,2013,26.8,8.6,403,Fiberglass,Good,South Padre Island,184,4,50600
Center Console,Grady-White,2022,23.8,7.7,349,Fiberglass,New,Port Isabel,54,5,110100
Deck Boat,Nautic Star,2021,19.9,6.1,190,Fiberglass,Good,Galveston,47,5,42800
Pontoon,Grady-White,2021,26.6,8.0,224,Fiberglass,Excellent,Galveston,124,6,61700
Bay Boat,Bennington,2016,23.2,7.9,298,Fiberglass,Fair,South Padre Island,32,12,34100
Bowrider,Chaparral,2016,18.5,6.4,162,Fiberglass,Excellent,South Padre Island,22,7,38200
Pontoon,Bennington,2016,23.9,7.3,382,Fiberglass,New,Port Isabel,129,5,62700
Deck Boat,Robalo,2012,29.3,8.8,185,Fiberglass,Good,South Padre Island,107,11,44800
Bowrider,Bayliner,2018,25.9,7.8,156,Fiberglass,Good,Corpus Christi,10,8,37900
Deck Boat,Nautic Star,2022,20.2,5.7,110,Fiberglass,Good,South Padre Island,51,4,40200
Center Console,Bennington,2013,26.0,7.9,334,Aluminum,Fair,South Padre Island,43,11,34300
Center Console,Mako,2010,20.0,5.6,84,Fiberglass,Excellent,South Padre Island,137,5,25800
Bowrider,Tracker,2018,23.6,8.1,377,Fiberglass,Good,Corpus Christi,134,6,48000
Bowrider,Boston Whaler,2015,23.4,7.0,439,Aluminum,Excellent,Corpus Christi,150,6,88500
Pontoon,Grady-White,2021,19.5,6.5,116,Fiberglass,Good,Port Aransas,24,11,41700
Center Console,Bayliner,2022,20.9,6.8,111,Aluminum,Excellent,South Padre Island,170,4,55400
Bay Boat,Bayliner,2024,29.2,10.1,425,Fiberglass,New,Corpus Christi,45,5,84600
Center Console,Robalo,2015,19.5,7.0,121,Fiberglass,Good,South Padre Island,198,8,29400
Center Console,Bayliner,2023,27.2,8.4,227,Fiberglass,Good,Port Aransas,175,10,43900
Bay Boat,Tracker,2011,25.3,7.3,401,Fiberglass,Excellent,Corpus Christi,94,3,58100
Deck Boat,Chaparral,2015,23.5,8.0,127,Aluminum,Fair,Port Aransas,158,4,27900
Center Console,Chaparral,2013,17.9,5.0,323,Aluminum,Good,Port Aransas,135,11,41500
Bowrider,Mako,2023,18.9,5.6,218,Aluminum,Excellent,Corpus Christi,155,9,46200
Deck Boat,Robalo,2019,18.5,5.3,238,Aluminum,Good,Rockport,8,5,50600
Bay Boat,Chaparral,2015,24.2,8.5,424,Fiberglass,Excellent,Corpus Christi,21,5,59700
Deck Boat,Tracker,2012,29.6,8.3,318,Aluminum,New,Galveston,181,6,59600
Pontoon,Bayliner,2021,28.3,9.0,194,Fiberglass,Good,Galveston,157,8,40300
Bay Boat,Bennington,2019,16.4,5.1,425,Aluminum,New,Rockport,125,7,67900
Center Console,Chaparral,2022,19.8,6.6,292,Fiberglass,New,Galveston,65,9,61700
Center Console,Robalo,2016,18.2,5.5,112,Fiberglass,Good,Galveston,87,2,37600
Bowrider,Tracker,2012,29.7,10.4,222,Aluminum,New,Rockport,81,9,57800
Center Console,Mako,2015,19.3,6.5,166,Aluminum,Good,Port Isabel,89,2,41400
Pontoon,Boston Whaler,2019,18.8,5.9,315,Fiberglass,Good,Port Aransas,127,10,54000
Bay Boat,Nautic Star,2013,24.7,7.6,397,Fiberglass,New,Rockport,152,1,60500
Pontoon,Boston Whaler,2011,23.8,8.2,89,Fiberglass,Good,South Padre Island,79,3,30400
Center Console,Chaparral,2022,19.2,6.5,367,Aluminum,New,Corpus Christi,167,3,83800
Bowrider,Nautic Star,2017,25.4,7.9,418,Fiberglass,Good,Galveston,22,4,59400
Pontoon,Mako,2015,17.4,5.3,447,Fiberglass,New,Port Isabel,162,5,63500
Deck Boat,Mako,2018,16.3,4.6,322,Fiberglass,Fair,Corpus Christi,136,7,33300
Bay Boat,Chaparral,2021,17.2,4.9,192,Fiberglass,Excellent,Corpus Christi,104,10,39800
Bowrider,Nautic Star,2010,21.1,6.0,129,Fiberglass,Good,Port Isabel,78,6,31800
Bay Boat,Nautic Star,2016,29.7,8.4,429,Fiberglass,New,Galveston,77,6,82900
Deck Boat,Boston Whaler,2013,23.7,6.9,229,Aluminum,Excellent,Port Aransas,75,5,52200
Bay Boat,Boston Whaler,2011,26.6,9.3,203,Aluminum,Good,Rockport,189,9,40300
Bay Boat,Bayliner,2010,20.5,7.0,350,Aluminum,Good,South Padre Island,10,3,48100
Deck Boat,Mako,2016,26.1,9.1,343,Fiberglass,Fair,Port Aransas,128,5,36300
Center Console,Mako,2018,29.5,9.7,378,Fiberglass,New,Port Aransas,197,2,87700
Center Console,Nautic Star,2017,21.0,6.9,406,Fiberglass,New,Galveston,111,4,75000
Bay Boat,Mako,2021,30.0,8.7,403,Aluminum,Excellent,Corpus Christi,129,7,64100
Center Console,Nautic Star,2016,24.9,8.4,139,Fiberglass,Excellent,South Padre Island,121,3,46400
Deck Boat,Bayliner,2018,26.5,8.0,138,Fiberglass,Fair,Port Aransas,103,2,29500
Bowrider,Robalo,2022,19.5,6.3,152,Fiberglass,Fair,Corpus Christi,127,9,36600
Center Console,Tracker,2019,25.0,8.9,310,Fiberglass,Fair,Rockport,181,3,45400
Center Console,Bennington,2023,23.2,8.1,292,Fiberglass,New,Corpus Christi,144,7,77900
Center Console,Bayliner,2013,29.4,8.8,396,Fiberglass,Excellent,Port Isabel,170,5,63200
Deck Boat,Mako,2021,28.7,9.7,391,Fiberglass,Good,Corpus Christi,112,10,49200
Bay Boat,Sea Hunt,2020,21.6,6.2,380,Fiberglass,Excellent,South Padre Island,155,8,58300
Deck Boat,Grady-White,2018,29.3,8.3,104,Fiberglass,Good,Corpus Christi,175,2,42700
Center Console,Tracker,2010,28.4,8.0,335,Aluminum,Excellent,South Padre Island,46,10,56300
Bay Boat,Mako,2018,24.3,7.1,394,Fiberglass,Excellent,Galveston,172,6,66100
Deck Boat,Bennington,2022,17.1,5.7,443,Fiberglass,Fair,Corpus Christi,138,5,43800
Deck Boat,Boston Whaler,2019,18.3,5.7,203,Aluminum,Excellent,Galveston,91,8,50000
Deck Boat,Sea Hunt,2010,17.1,4.8,366,Fiberglass,Fair,Rockport,155,8,33700
Pontoon,Bayliner,2014,17.5,6.3,227,Aluminum,Excellent,South Padre Island,37,5,40900
Deck Boat,Sea Hunt,2018,29.7,9.6,135,Fiberglass,New,Corpus Christi,141,5,52900
Bowrider,Bayliner,2022,19.0,5.9,202,Aluminum,Excellent,Rockport,117,3,57200
Deck Boat,Robalo,2016,25.7,8.3,169,Fiberglass,Excellent,Port Aransas,178,7,44100
Bay Boat,Grady-White,2022,24.9,8.0,416,Fiberglass,Good,Corpus Christi,126,12,65300
Bay Boat,Tracker,2021,24.8,7.9,140,Fiberglass,New,South Padre Island,107,6,56100
Bay Boat,Nautic Star,2014,18.9,6.2,124,Fiberglass,Good,Port Aransas,107,12,27800
Deck Boat,Robalo,2012,24.1,8.5,292,Fiberglass,Fair,Corpus Christi,113,3,36900
Bay Boat,Chaparral,2023,24.8,7.5,290,Fiberglass,Excellent,Rockport,178,9,52500
Bowrider,Chaparral,2018,24.0,7.7,285,Fiberglass,Excellent,Galveston,158,11,47200
Deck Boat,Chaparral,2022,18.6,5.2,130,Aluminum,Excellent,Port Isabel,23,8,40100
Bowrider,Robalo,2023,26.1,9.1,261,Fiberglass,Good,South Padre Island,108,2,52900
Pontoon,Tracker,2016,17.0,5.2,423,Fiberglass,Good,South Padre Island,61,5,43500
Bay Boat,Bennington,2010,24.3,7.3,108,Aluminum,New,Port Isabel,37,2,42200
Bay Boat,Boston Whaler,2023,22.1,8.0,374,Fiberglass,Good,Corpus Christi,173,7,67200
Pontoon,Sea Hunt,2018,19.5,6.4,122,Aluminum,Good,South Padre Island,172,12,30900
Bay Boat,Sea Hunt,2011,27.3,7.9,162,Aluminum,Excellent,Rockport,188,5,48300
Bay Boat,Nautic Star,2017,18.5,5.6,411,Aluminum,New,Port Aransas,81,3,70100
Bowrider,Bennington,2010,29.1,9.0,186,Aluminum,Fair,Port Isabel,88,4,30800
Deck Boat,Sea Hunt,2014,28.4,10.2,270,Fiberglass,Excellent,Port Aransas,156,7,49900
Center Console,Bennington,2015,21.0,6.6,218,Fiberglass,Excellent,South Padre Island,42,7,47100
Deck Boat,Grady-White,2016,20.3,6.1,305,Fiberglass,New,Port Isabel,15,4,74000
Deck Boat,Bennington,2018,17.9,5.8,227,Aluminum,Good,Port Aransas,86,8,37900
Bowrider,Chaparral,2022,28.8,9.0,241,Fiberglass,Excellent,Port Isabel,127,2,57600
Pontoon,Tracker,2015,24.8,7.1,381,Aluminum,Excellent,Corpus Christi,93,7,48600
Center Console,Chaparral,2021,16.4,5.7,282,Fiberglass,Excellent,Port Aransas,46,6,55100
Center Console,Sea Hunt,2024,23.2,6.5,286,Fiberglass,Good,Galveston,106,3,56400
Pontoon,Nautic Star,2021,17.2,6.1,377,Fiberglass,Excellent,Galveston,188,7,44300
Center Console,Nautic Star,2013,24.0,8.2,235,Fiberglass,Fair,Port Isabel,58,8,36100
Bay Boat,Sea Hunt,2020,23.1,6.6,383,Fiberglass,Excellent,Port Isabel,83,6,73600
Center Console,Robalo,2014,17.2,5.8,344,Fiberglass,Excellent,Rockport,65,9,56200
Center Console,Sea Hunt,2017,27.4,9.4,406,Aluminum,Fair,Galveston,62,6,48600
Bowrider,Sea Hunt,2019,19.7,6.5,246,Fiberglass,Good,Port Aransas,132,4,48300
Center Console,Tracker,2014,23.6,7.7,284,Fiberglass,Excellent,Rockport,78,12,44900
Center Console,Robalo,2010,24.9,7.1,123,Fiberglass,Good,Galveston,126,11,36000
Bowrider,Robalo,2022,29.5,8.4,116,Fiberglass,Good,Corpus Christi,8,2,46200
Center Console,Bennington,2020,22.9,7.7,115,Fiberglass,Excellent,Rockport,134,11,52100
Bowrider,Robalo,2011,28.8,8.3,312,Fiberglass,Good,South Padre Island,25,9,44500
Center Console,Robalo,2015,21.0,6.3,197,Aluminum,Good,South Padre Island,78,2,48000
Center Console,Robalo,2013,28.0,9.0,183,Fiberglass,Excellent,South Padre Island,175,6,49900
Center Console,Sea Hunt,2024,19.3,5.7,301,Fiberglass,Good,Rockport,70,1,63000
Pontoon,Boston Whaler,2024,25.9,8.9,224,Fiberglass,Excellent,Port Aransas,141,7,60500
Pontoon,Chaparral,2020,17.2,5.9,125,Fiberglass,New,South Padre Island,73,11,46900
Deck Boat,Mako,2016,29.8,10.4,284,Aluminum,Fair,Corpus Christi,180,5,38400
Bay Boat,Boston Whaler,2010,29.4,8.3,281,Fiberglass,Good,South Padre Island,190,6,53300
Center Console,Robalo,2013,22.2,7.0,127,Aluminum,Good,Corpus Christi,182,4,39300
Deck Boat,Mako,2011,23.3,8.1,176,Fiberglass,Good,Galveston,82,7,30500
Bay Boat,Robalo,2021,24.4,7.5,163,Fiberglass,Good,Port Isabel,66,9,35600
Deck Boat,Grady-White,2011,19.9,6.7,335,Fiberglass,Excellent,South Padre Island,123,4,61300
Pontoon,Bayliner,2020,25.4,8.3,168,Fiberglass,Fair,Port Isabel,164,7,28900
Bowrider,Chaparral,2024,25.8,7.9,85,Aluminum,Good,Port Isabel,106,5,46200
Deck Boat,Tracker,2014,23.4,7.1,175,Fiberglass,Good,Corpus Christi,148,8,34400
Center Console,Grady-White,2020,18.1,6.0,250,Aluminum,Good,Galveston,175,8,58400
Bay Boat,Bayliner,2023,28.9,8.4,363,Aluminum,Excellent,Galveston,151,8,67500
Bowrider,Boston Whaler,2016,17.6,6.1,94,Fiberglass,New,South Padre Island,76,5,43900
Deck Boat,Bennington,2016,24.8,8.1,405,Fiberglass,Excellent,Rockport,53,7,59300
Pontoon,Mako,2013,17.4,5.0,198,Fiberglass,Excellent,South Padre Island,89,7,34800
Deck Boat,Bayliner,2016,18.0,6.1,203,Fiberglass,Good,Corpus Christi,117,8,38100
Center Console,Bayliner,2023,16.3,5.1,80,Aluminum,Fair,Galveston,169,7,31800
Bowrider,Mako,2019,21.1,6.3,178,Fiberglass,Excellent,Port Aransas,63,10,45400
Pontoon,Tracker,2013,25.0,8.9,250,Aluminum,Excellent,South Padre Island,36,4,43300
Bowrider,Sea Hunt,2017,23.3,7.9,309,Fiberglass,Good,Galveston,66,2,43500
Bowrider,Bayliner,2020,25.4,8.3,362,Fiberglass,New,Rockport,120,12,65700
Bay Boat,Robalo,2011,25.5,8.9,271,Fiberglass,Fair,Port Aransas,50,2,31000
Bay Boat,Sea Hunt,2021,18.0,5.8,112,Fiberglass,Excellent,South Padre Island,82,11,39100
Bay Boat,Bayliner,2013,16.8,5.3,221,Aluminum,New,Corpus Christi,55,7,42700
Bowrider,Mako,2014,24.8,7.3,350,Fiberglass,Excellent,South Padre Island,197,11,43800
Deck Boat,Mako,2016,25.1,7.3,314,Aluminum,Fair,Galveston,104,7,35700
Deck Boat,Nautic Star,2017,23.8,7.5,294,Aluminum,Excellent,Galveston,145,9,49600
Bowrider,Bayliner,2023,19.4,6.1,265,Aluminum,Good,Port Aransas,106,8,45700
Pontoon,Sea Hunt,2013,27.4,9.3,264,Fiberglass,Excellent,Corpus Christi,7,6,43400
Bowrider,Mako,2013,17.1,5.4,447,Aluminum,Excellent,Galveston,56,5,52600
Bowrider,Nautic Star,2015,24.9,8.2,299,Fiberglass,Fair,Galveston,168,1,33800
Center Console,Mako,2022,17.7,6.1,298,Aluminum,New,Corpus Christi,104,4,67000
Bay Boat,Chaparral,2024,25.2,9.1,200,Fiberglass,New,Galveston,142,12,61800
Pontoon,Grady-White,2016,21.8,6.7,258,Fiberglass,Good,Corpus Christi,153,4,41600
Bowrider,Tracker,2020,26.1,9.2,341,Fiberglass,Fair,South Padre Island,114,8,41900
Center Console,Bennington,2023,16.7,5.8,396,Fiberglass,Excellent,Galveston,117,6,63800
Bay Boat,Grady-White,2022,23.8,6.8,367,Fiberglass,New,Rockport,51,5,95200
Deck Boat,Grady-White,2020,18.0,5.5,323,Aluminum,Fair,Rockport,53,12,45900
Pontoon,Chaparral,2018,25.6,7.6,366,Fiberglass,Good,Rockport,34,1,47900
Center Console,Chaparral,2024,17.7,5.9,87,Fiberglass,Fair,Port Aransas,63,7,34600
Pontoon,Robalo,2013,17.0,5.5,176,Fiberglass,Good,Port Isabel,127,6,27900
Bay Boat,Chaparral,2015,26.0,8.3,166,Aluminum,Good,South Padre Island,186,2,36600
Bay Boat,Mako,2020,16.9,5.8,320,Aluminum,Excellent,South Padre Island,90,4,62300
Deck Boat,Nautic Star,2010,19.1,5.9,357,Fiberglass,Excellent,Rockport,122,8,45500
Deck Boat,Tracker,2017,27.5,8.5,130,Fiberglass,Good,Port Aransas,173,2,42100
Pontoon,Mako,2022,27.3,9.5,147,Aluminum,Good,Corpus Christi,137,9,42400
Bay Boat,Nautic Star,2012,28.0,10.0,260,Aluminum,Fair,Rockport,56,7,33900
Bowrider,Bayliner,2022,20.6,7.0,438,Fiberglass,Good,Galveston,59,2,56400
Center Console,Grady-White,2016,23.4,7.0,75,Fiberglass,Excellent,Galveston,129,4,45700
Bowrider,Grady-White,2022,26.8,7.7,404,Aluminum,Good,Corpus Christi,61,3,68200
Center Console,Bennington,2019,17.9,5.3,147,Fiberglass,Good,Galveston,53,9,36600
Pontoon,Sea Hunt,2012,26.1,8.2,175,Aluminum,Excellent,Port Aransas,120,6,35900
Bay Boat,Nautic Star,2021,17.4,5.2,311,Fiberglass,Good,Galveston,129,1,44200
Bay Boat,Bennington,2010,28.8,10.1,348,Aluminum,Good,Galveston,54,7,46100
Center Console,Boston Whaler,2013,24.9,8.3,402,Fiberglass,New,Rockport,14,6,101400
Pontoon,Nautic Star,2023,22.9,7.2,77,Fiberglass,Good,Port Isabel,154,7,37300
Center Console,Nautic Star,2023,22.8,6.9,93,Aluminum,Good,Port Aransas,81,1,40800
Pontoon,Tracker,2010,18.5,5.7,254,Aluminum,Fair,Corpus Christi,128,1,27300
Pontoon,Boston Whaler,2015,20.8,6.6,284,Aluminum,Excellent,Galveston,38,5,59300
Bowrider,Nautic Star,2011,26.2,8.8,172,Aluminum,Good,Port Isabel,66,8,33200
Pontoon,Grady-White,2014,23.6,6.8,313,Fiberglass,Good,Corpus Christi,123,8,45900
Bay Boat,Bayliner,2024,23.4,8.1,174,Fiberglass,Good,South Padre Island,29,4,47400
Pontoon,Grady-White,2012,18.7,5.4,424,Fiberglass,New,South Padre Island,66,4,75300
Bowrider,Sea Hunt,2019,25.7,7.7,141,Fiberglass,Fair,Port Aransas,145,8,30600
Bay Boat,Grady-White,2022,21.5,7.7,320,Fiberglass,Fair,Galveston,155,1,45600
Center Console,Bennington,2023,18.6,5.5,273,Aluminum,Good,Port Aransas,73,7,47500
Bowrider,Sea Hunt,2015,29.2,8.4,113,Fiberglass,Good,South Padre Island,27,6,37700
Center Console,Tracker,2020,23.1,7.6,301,Fiberglass,New,Port Isabel,10,4,75800
Deck Boat,Grady-White,2017,23.4,7.3,130,Fiberglass,Good,South Padre Island,113,6,41600
Bay Boat,Grady-White,2011,29.7,8.5,277,Fiberglass,Excellent,Corpus Christi,140,4,54600
Center Console,Grady-White,2013,21.1,5.9,313,Fiberglass,Good,Port Isabel,120,7,58300
Pontoon,Boston Whaler,2021,29.2,8.4,102,Fiberglass,New,Port Aransas,84,3,70400
Center Console,Grady-White,2020,25.7,8.3,155,Fiberglass,Good,Rockport,9,5,46700
Pontoon,Grady-White,2017,24.9,7.4,185,Fiberglass,Excellent,Rockport,49,6,57200
Pontoon,Robalo,2021,19.3,6.6,423,Aluminum,Good,Galveston,12,1,53900
Center Console,Mako,2020,16.7,5.8,157,Fiberglass,Good,Corpus Christi,95,7,40800
Center Console,Bayliner,2015,22.1,6.4,420,Fiberglass,Excellent,Port Isabel,65,8,64900
Pontoon,Robalo,2014,16.1,4.9,275,Fiberglass,Excellent,Rockport,18,12,49900
Deck Boat,Bayliner,2024,17.0,5.0,430,Fiberglass,Good,South Padre Island,123,4,61300
Center Console,Bayliner,2024,24.3,7.4,386,Fiberglass,Good,Port Isabel,77,4,64600
Bowrider,Robalo,2010,26.1,7.8,184,Aluminum,New,Rockport,192,5,45500
Bay Boat,Bennington,2021,18.4,6.3,284,Fiberglass,Excellent,Rockport,86,10,42900
Center Console,Nautic Star,2011,26.3,8.1,343,Fiberglass,Excellent,Port Aransas,22,5,60100
Bowrider,Tracker,2022,29.3,9.4,104,Fiberglass,Good,Galveston,142,5,47200
Center Console,Bayliner,2018,26.4,8.8,323,Aluminum,Good,Port Aransas,142,8,46900
Deck Boat,Chaparral,2020,27.0,9.3,247,Fiberglass,New,Corpus Christi,186,1,58400
Bowrider,Mako,2020,25.8,7.8,88,Fiberglass,Good,South Padre Island,140,7,35300
Deck Boat,Mako,2019,19.1,5.7,400,Aluminum,Good,Corpus Christi,75,6,48100
Deck Boat,Nautic Star,2013,21.1,7.6,174,Fiberglass,Good,Corpus Christi,135,7,35400
Bay Boat,Chaparral,2022,29.3,9.0,402,Fiberglass,New,Rockport,160,8,77600
Center Console,Chaparral,2018,25.3,8.4,152,Fiberglass,Excellent,Galveston,105,5,48800
Deck Boat,Bayliner,2018,27.0,9.0,278,Fiberglass,Excellent,South Padre Island,159,7,61800
Bowrider,Boston Whaler,2014,29.6,9.5,214,Aluminum,Excellent,Port Aransas,193,6,51500
Center Console,Robalo,2010,19.2,5.7,409,Fiberglass,Excellent,Rockport,152,3,63300
Bowrider,Mako,2018,20.5,6.0,432,Fiberglass,New,Galveston,102,10,61100
Deck Boat,Bennington,2015,25.0,8.0,363,Fiberglass,New,Galveston,101,8,59600
Deck Boat,Bayliner,2019,16.3,5.2,392,Fiberglass,Good,Port Aransas,168,11,45700
Center Console,Boston Whaler,2015,24.0,8.2,363,Aluminum,Excellent,Corpus Christi,175,8,74400
Pontoon,Bayliner,2024,27.3,9.2,185,Fiberglass,Good,Corpus Christi,56,4,44200
Center Console,Robalo,2020,24.5,8.6,420,Aluminum,New,Corpus Christi,6,6,87400
Bay Boat,Grady-White,2016,20.1,7.2,273,Fiberglass,Good,Port Isabel,162,5,51300
Pontoon,Mako,2020,26.1,8.8,203,Fiberglass,Excellent,South Padre Island,51,1,42300
Center Console,Bennington,2019,18.0,5.2,147,Fiberglass,Good,Galveston,199,6,41400
Deck Boat,Bennington,2019,28.5,8.9,341,Aluminum,Good,Port Isabel,12,5,53300
Deck Boat,Bayliner,2018,17.4,5.7,179,Fiberglass,Excellent,Port Isabel,182,1,42300
Center Console,Bennington,2023,28.1,9.2,319,Fiberglass,Good,Port Aransas,137,10,53500
Bay Boat,Boston Whaler,2014,23.0,6.8,99,Aluminum,Excellent,South Padre Island,64,3,47700
Bay Boat,Grady-White,2016,22.0,7.2,313,Fiberglass,Good,South Padre Island,11,6,61800
Pontoon,Grady-White,2013,23.0,7.1,315,Fiberglass,New,Corpus Christi,170,9,64200
Bowrider,Bennington,2018,18.8,5.8,271,Fiberglass,Excellent,Rockport,28,7,55300
Bowrider,Mako,2024,22.4,7.8,321,Aluminum,Excellent,Galveston,23,3,64900
Center Console,Sea Hunt,2019,27.9,8.8,447,Fiberglass,Fair,South Padre Island,159,7,53200
Center Console,Robalo,2013,27.2,8.8,389,Fiberglass,Excellent,Galveston,137,8,60700
Center Console,Bayliner,2023,18.3,5.9,239,Fiberglass,Good,Rockport,29,10,45700
Deck Boat,Boston Whaler,2021,25.4,8.3,401,Fiberglass,Excellent,Corpus Christi,71,5,87600
Center Console,Grady-White,2016,28.0,8.3,432,Fiberglass,Excellent,Galveston,134,1,83300
Bay Boat,Bayliner,2012,27.5,9.0,135,Fiberglass,Excellent,Port Isabel,133,7,37900
Bowrider,Boston Whaler,2016,22.0,6.7,209,Fiberglass,Fair,Rockport,75,4,37500
Bowrider,Bennington,2022,16.7,5.6,353,Fiberglass,Good,Galveston,85,9,47000
Bowrider,Tracker,2018,29.0,8.5,268,Aluminum,New,Corpus Christi,20,8,58300
Bay Boat,Bayliner,2012,21.5,7.7,125,Fiberglass,Good,Rockport,6,9,34600
Pontoon,Boston Whaler,2012,21.1,7.2,252,Fiberglass,Excellent,Rockport,193,12,49900
Pontoon,Bayliner,2024,26.6,8.3,215,Aluminum,New,South Padre Island,50,7,56100
Center Console,Bennington,2016,19.7,6.0,352,Aluminum,Good,Galveston,185,11,42300
Deck Boat,Bennington,2020,27.7,8.6,268,Fiberglass,New,Galveston,13,7,59100
Deck Boat,Boston Whaler,2015,17.1,5.8,127,Fiberglass,Excellent,Corpus Christi,198,3,43000
Bay Boat,Bayliner,2011,26.4,8.8,93,Fiberglass,Good,Port Aransas,88,9,28700
Pontoon,Boston Whaler,2016,29.5,9.9,182,Fiberglass,Excellent,Rockport,162,8,55600
Pontoon,Sea Hunt,2020,29.9,10.5,133,Fiberglass,Fair,Port Isabel,168,12,26900
Deck Boat,Bayliner,2015,28.9,9.1,403,Fiberglass,Good,Port Aransas,73,4,61500
Pontoon,Nautic Star,2019,28.2,9.4,176,Fiberglass,Good,South Padre Island,148,5,36900
Pontoon,Sea Hunt,2016,19.9,6.3,312,Fiberglass,Good,Port Isabel,70,9,34100
Deck Boat,Robalo,2015,29.5,9.8,122,Fiberglass,Fair,Corpus Christi,158,2,35300
Bay Boat,Boston Whaler,2013,29.0,9.2,240,Fiberglass,Excellent,Port Aransas,192,7,64500
Pontoon,Robalo,2013,23.5,8.0,425,Fiberglass,Good,Corpus Christi,162,6,48900
Pontoon,Grady-White,2013,21.6,6.1,316,Aluminum,Good,Port Aransas,146,3,49100
Bowrider,Bayliner,2020,17.5,5.2,183,Aluminum,Fair,Galveston,77,3,33900
Center Console,Tracker,2015,24.3,7.4,355,Fiberglass,Excellent,South Padre Island,26,9,56100
Deck Boat,Mako,2021,25.8,9.2,262,Fiberglass,Good,Port Isabel,103,1,41200
Bowrider,Boston Whaler,2014,21.7,7.0,163,Fiberglass,Good,Port Isabel,30,8,34100
Deck Boat,Mako,2014,21.7,6.7,448,Fiberglass,Excellent,Port Isabel,104,8,50400
Bowrider,Mako,2023,24.0,7.5,426,Fiberglass,Fair,Rockport,174,7,52100
Center Console,Robalo,2023,16.4,5.2,287,Fiberglass,Excellent,Rockport,27,5,77200
Center Console,Nautic Star,2016,29.4,10.3,87,Fiberglass,Excellent,Galveston,180,1,41500
Pontoon,Boston Whaler,2014,20.1,7.2,229,Fiberglass,Good,Port Isabel,121,9,37800
Bay Boat,Bennington,2020,18.0,6.3,267,Fiberglass,Excellent,Corpus Christi,14,3,55700
Deck Boat,Sea Hunt,2011,16.1,5.6,423,Fiberglass,New,Rockport,145,4,61700
Deck Boat,Sea Hunt,2016,28.0,8.3,349,Fiberglass,New,Corpus Christi,5,11,64600
Deck Boat,Bennington,2018,28.1,8.5,158,Aluminum,Excellent,South Padre Island,124,5,37000
Bowrider,Bennington,2020,17.3,5.7,266,Fiberglass,Good,Port Aransas,103,4,57300
Center Console,Sea Hunt,2011,18.1,6.0,142,Fiberglass,Fair,Galveston,150,12,26400
Pontoon,Bayliner,2010,22.3,6.6,252,Fiberglass,Good,Rockport,78,2,33400
Bowrider,Grady-White,2014,18.6,6.3,275,Fiberglass,New,Corpus Christi,28,3,63400
Pontoon,Sea Hunt,2011,26.3,7.8,266,Fiberglass,Good,Galveston,80,6,39800
Bay Boat,Tracker,2017,16.8,5.1,235,Fiberglass,Fair,Port Aransas,153,9,31500
Center Console,Tracker,2023,23.7,7.2,238,Aluminum,Good,Corpus Christi,190,10,47700
Pontoon,Grady-White,2014,21.4,7.4,373,Fiberglass,Excellent,South Padre Island,45,8,58900
Deck Boat,Tracker,2016,22.5,7.6,264,Fiberglass,New,Galveston,73,12,53200
Center Console,Bayliner,2013,21.9,7.1,90,Fiberglass,Fair,Port Aransas,175,1,25800
